Card_ID,Dt_Customer,Recency,MntGroceries,MntStationery,MntHouseKeeping,MntWellness_&_Beauty,MntElectronics_&_Supplies,MntLimitedEdition,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain
10010640,9/12/2018,47,15.6,3,18.5,1.8,278.1,424,0,28,1,1,0,0,0,0,0,0,0
10010642,12/30/2018,43,755,72,426,44,101,87,1,11,9,6,3,0,0,0,0,0,0
10010646,4/10/2018,46,1047,29,569,53,17,53,1,16,9,5,6,0,0,0,1,0,0
10010647,6/24/2018,52,778,56,635,68,84,17,1,8,12,9,1,0,0,0,0,0,0
10010649,3/20/2019,1,681,168,507,147,26,52,1,15,13,13,4,1,0,1,0,0,0
10010650,1/17/2018,6,36.4,2.3,82.7,7.6,3.1,217,0,1,1,1,15,0,0,0,0,0,0
10010652,3/25/2019,68,71,1,76,14,6,32,2,10,2,4,7,0,0,0,0,0,0
10010656,6/12/2019,79,2,5,10,9,3,10,1,7,2,3,5,0,0,0,0,0,0
10010659,5/3/2018,44,527,12,157,15,39,30,3,14,4,9,6,0,0,0,0,0,0
10010661,1/27/2019,90,816,11,432,69,0,0,1,8,13,4,1,0,0,0,0,0,0
10010663,6/29/2018,77,1102,10,142,12,0,155,1,17,5,12,7,0,1,1,0,1,0
10010665,1/18/2019,39,182,32,82,14,32,17,3,11,3,6,6,0,0,0,0,0,0
10010666,4/3/2019,98,14,1,4,0,0,2,1,7,2,2,7,0,0,0,0,0,0
10010670,3/27/2019,7,251,21,50,33,0,11,1,10,3,7,3,0,0,0,0,0,0
10010671,11/17/2017,55,11,36,14,15,4,52,2,9,3,2,9,0,0,0,0,0,0
10010674,10/10/2017,78,185,15,230,4,14,23,9,14,3,5,9,0,0,0,0,0,0
10010675,6/24/2018,32,68,1,28,2,3,6,2,9,2,3,7,0,0,0,0,0,0
10010676,9/25/2017,41,5,12,6,11,10,27,4,7,3,4,4,0,0,0,0,0,0
10010677,5/12/2018,48,488,71,,59,59,86,10,15,5,8,6,0,0,0,0,0,0
10010680,7/27/2018,3,191,2,56,3,3,16,4,10,3,5,7,0,0,0,0,0,0
10010681,1/4/2019,33,22,6,19,5,9,22,1,8,3,2,8,1,0,0,0,0,0
10010682,9/5/2017,27,1038,153,931,46,0,0,1,11,12,4,3,0,0,0,0,0,0
10010685,8/12/2017,43,461,24,669,231,231,20,1,10,12,10,2,0,0,0,0,0,0
10010688,3/30/2018,19,280,0,26,0,0,15,4,11,3,5,8,0,0,0,0,0,0
10010689,4/9/2019,45,267,11,131,14,18,83,3,14,3,5,8,1,0,0,0,0,0
10010692,2/18/2019,72,112,1,24,0,5,30,3,8,3,4,5,0,0,0,0,0,0
10010694,7/8/2018,56,82,16,81,17,11,9,4,10,3,4,7,0,0,0,0,0,0
10010695,11/14/2018,44,42,1,9,4,4,11,2,7,3,3,6,0,0,0,0,0,0
10010698,11/24/2018,14,57,2,35,5,8,30,1,8,4,3,3,0,0,0,0,0,0
10010701,9/20/2017,8,60,2,63,5,4,46,3,9,2,4,8,0,0,0,0,0,0
10010702,9/12/2017,37,196,8,120,10,6,21,5,11,4,5,8,0,0,0,0,0,0
10010703,10/20/2018,96,1263,57,800,23,69,46,1,16,7,4,4,0,1,1,0,0,0
10010705,9/5/2017,99,516,0,54,5,11,41,6,12,5,7,7,0,0,0,0,0,0
10010706,6/26/2018,8,3,1,6,5,15,16,1,8,2,2,9,0,0,0,0,0,0
10010707,7/19/2018,68,609,6,113,15,23,8,1,12,4,11,4,0,0,0,0,0,0
10010708,3/30/2019,95,321,7,111,9,4,14,2,9,6,7,2,0,0,0,0,0,0
10010712,11/8/2017,16,800,35,137,64,10,32,1,11,5,5,3,0,0,0,0,0,0
10010713,9/14/2018,79,362,66,199,36,29,0,1,9,7,10,1,0,0,0,0,0,0
10010714,3/6/2019,88,228,21,281,33,58,117,1,11,5,9,3,0,0,0,0,0,0
10010718,11/8/2017,12,1155,49,638,40,20,80,1,13,7,13,5,0,0,0,1,0,0
10010722,5/7/2018,54,146,62,100,63,24,150,3,8,5,8,3,0,0,0,0,0,0
10010723,1/20/2019,88,168,3,35,2,6,92,1,10,4,3,7,1,0,0,0,0,0
10010724,5/2/2019,9,176,43,199,129,11,33,2,15,6,3,8,1,0,0,0,0,0
10010726,11/17/2018,29,242,25,341,130,231,20,2,14,4,12,5,0,0,0,0,0,0
10010728,2/23/2018,23,54,13,14,11,10,23,3,8,3,3,5,0,0,0,0,0,0
10010730,10/11/2017,45,442,163,832,25,67,48,1,10,7,12,2,0,0,0,0,0,0
10010731,7/27/2018,12,122,0,17,0,0,6,1,9,3,3,8,0,0,0,0,0,0
10010733,11/15/2017,73,809,153,590,129,74,36,6,17,8,6,7,0,0,0,0,0,0
10010734,3/7/2018,50,866,26,137,10,10,96,6,16,6,9,6,0,0,0,0,0,0
10010735,11/6/2017,93,1299,81,561,220,220,32,1,8,4,7,8,0,0,0,0,0,0
10010736,5/15/2018,36,38,1,8,0,2,28,2,8,3,2,9,1,0,0,0,0,0
10010738,3/4/2018,34,375,26,482,64,86,150,1,9,9,13,2,0,0,0,0,0,0
10010739,2/2/2018,72,52,4,14,8,0,33,5,8,3,4,5,0,0,0,0,0,0
10010741,6/10/2018,95,580,26,95,32,47,119,2,12,4,11,4,0,0,0,0,0,0
10010743,11/13/2018,24,129,4,32,2,6,17,5,10,2,4,8,0,1,0,0,0,0
10010744,1/15/2019,55,992,72,294,0,58,219,1,9,10,7,1,1,0,1,1,0,0
10010745,1/17/2018,59,58,0,14,0,2,8,2,7,2,4,7,0,0,0,0,0,0
10010746,5/5/2019,95,26,4,20,4,6,4,1,7,2,4,3,0,0,0,0,0,0
10010747,8/23/2018,33,440,49,183,119,179,130,2,12,7,11,4,0,0,0,0,0,0
10010749,11/17/2018,9,633,51,811,227,177,101,1,10,9,11,1,0,0,0,0,0,0
10010750,9/30/2018,16,28,12,15,17,6,16,1,7,3,4,2,0,0,0,0,0,0
10010751,11/24/2017,26,476,72,268,98,130,53,1,12,10,9,4,0,0,0,0,0,0
10010753,2/7/2018,43,9,3,,0,0,5,1,7,2,2,6,0,0,0,0,0,0
10010754,2/17/2019,89,1565,115,316,23,207,46,1,17,11,9,4,0,1,1,0,0,0
10010756,11/16/2018,71,363,36,233,44,22,94,1,10,4,12,4,0,0,0,0,0,0
10010757,10/25/2017,43,477,7,289,34,17,221,3,12,4,12,5,0,0,0,0,0,0
10010761,12/9/2017,35,500,29,355,25,129,177,1,10,7,11,3,0,0,0,0,0,0
10010763,5/30/2018,93,858,0,393,62,184,30,1,9,7,11,1,0,0,1,0,0,0
10010765,8/17/2017,49,408,8,71,10,10,21,5,13,4,6,7,0,0,0,0,0,0
10010766,9/16/2018,73,928,21,204,92,26,12,1,12,10,12,3,0,0,0,0,0,1
10010769,6/26/2018,92,6,7,14,9,4,2,2,7,2,4,4,0,0,0,0,0,0
10010770,12/4/2017,82,66,30,90,0,12,44,3,10,3,4,8,0,0,0,0,0,0
10010773,11/8/2018,11,323,23,398,56,83,56,1,10,5,4,3,0,0,0,0,0,0
10010774,11/10/2018,49,720,69,445,0,96,14,1,9,10,6,1,0,0,0,0,0,0
10010776,3/21/2019,15,20,7,26,0,10,8,3,9,2,4,5,0,0,0,0,0,1
10010778,12/13/2017,6,674,64,864,77,154,58,1,9,5,8,1,0,0,0,0,0,0
10010780,2/16/2018,53,132,5,65,6,2,9,5,11,2,4,8,0,0,0,0,0,0
10010781,9/22/2017,48,327,70,197,20,6,150,2,16,4,5,7,0,0,0,0,0,0
10010784,3/24/2019,13,646,0,152,28,83,9,5,11,6,12,4,0,0,0,0,0,0
10010785,5/29/2019,83,33,4,18,14,6,21,1,7,2,4,5,0,0,0,0,0,0
10010786,8/21/2018,6,194,48,53,33,22,51,3,8,4,8,3,0,0,0,0,0,0
10010789,9/16/2017,87,38,3,26,6,8,17,3,8,3,3,8,0,0,0,0,0,0
10010790,7/8/2018,25,6,6,10,3,6,8,3,7,3,3,4,0,0,0,0,0,0
10010791,1/19/2018,93,226,20,120,24,4,16,2,14,3,4,9,0,0,0,0,0,0
10010792,3/16/2018,48,130,21,196,29,21,4,5,14,3,4,9,0,0,0,0,0,0
10010796,1/31/2019,60,1236,29,421,17,35,17,1,11,12,7,3,0,0,0,1,0,0
10010797,4/14/2019,25,46,0,3,0,0,8,1,7,2,3,7,1,0,0,0,1,0
10010798,7/9/2018,79,471,70,447,31,34,84,1,10,7,12,2,0,0,0,0,0,0
10010799,10/8/2018,72,22,6,16,22,22,24,1,8,2,4,6,0,0,0,0,0,0
10010801,9/12/2017,73,62,15,136,35,5,68,2,10,4,4,7,1,0,0,0,0,0
10010802,4/12/2019,92,52,4,22,16,14,18,1,7,3,4,3,0,0,0,0,0,0
10010805,6/24/2019,55,1204,34,590,124,62,41,1,10,8,6,2,0,0,1,1,0,0
10010807,11/6/2017,0,420,21,154,6,26,71,3,10,6,9,4,0,0,0,0,0,0
10010809,10/18/2018,3,51,11,63,9,34,17,1,7,3,6,2,0,0,0,0,0,0
10010812,4/10/2019,49,4,5,13,5,4,9,1,7,2,3,7,0,0,0,0,0,0
10010813,11/9/2018,3,3,2,4,0,3,2,1,7,2,2,8,0,0,0,0,0,0
10010817,9/5/2018,67,24,2,9,0,3,10,2,7,2,3,5,0,0,0,0,0,0
10010818,12/21/2017,88,5,2,6,0,0,6,1,7,2,2,6,0,0,0,0,0,0
10010819,1/10/2018,62,9,15,10,4,34,17,4,9,2,4,7,0,0,0,0,0,0
10010820,3/13/2018,88,16,1,32,3,0,9,2,8,2,3,8,0,0,0,0,0,0
10010821,3/2/2019,7,428,98,245,149,96,31,3,11,4,6,3,0,0,0,0,0,0
10010825,1/14/2019,8,440,66,119,0,65,166,1,8,7,11,2,0,0,0,0,0,0
10010828,7/15/2018,59,446,17,262,21,29,128,3,13,7,11,5,0,0,0,0,0,0
10010830,3/7/2019,2,56,0,14,0,3,28,2,8,3,2,7,0,0,0,0,0,0
10010831,2/8/2018,86,32,5,25,2,3,27,3,8,3,3,8,0,0,0,0,0,0
10010832,5/20/2018,83,70,3,56,4,2,12,4,8,3,4,7,0,0,0,0,0,0
10010833,10/10/2018,77,333,0,27,4,0,22,3,11,3,6,6,0,0,0,0,0,0
10010838,6/19/2018,94,17,0,11,0,12,17,1,7,2,3,6,0,0,0,0,0,0
10010840,4/7/2019,17,5,1,7,2,0,2,1,7,2,2,5,0,0,0,0,0,0
10010841,6/25/2019,10,88,0,14,0,0,0,4,9,2,4,8,0,0,0,0,0,0
10010844,7/4/2018,3,216,32,383,70,39,108,2,11,4,12,2,0,0,0,0,0,0
10010845,7/4/2018,81,714,19,285,81,23,11,3,15,7,10,6,0,0,0,0,0,0
10010846,5/11/2018,82,20,2,22,0,2,3,1,7,2,3,4,0,0,0,0,0,0
10010847,3/5/2018,81,1184,36,185,15,0,130,7,17,5,4,7,0,0,0,0,0,0
10010850,11/30/2017,67,1338,12,141,30,15,92,1,8,5,4,6,0,1,0,0,1,0
10010851,3/7/2018,56,682,28,365,0,22,22,4,10,5,7,8,0,0,0,0,0,0
10010854,2/10/2019,24,600,0,42,0,0,46,2,12,4,9,5,0,1,0,0,1,0
10010860,6/8/2019,62,862,14,613,106,106,39,1,14,6,10,4,1,0,1,1,1,0
10010865,9/2/2018,34,10,7,10,12,8,15,2,8,2,3,8,0,0,0,0,0,0
10010866,2/6/2019,2,112,1,59,2,2,11,3,9,3,4,6,0,0,0,0,0,0
10010872,9/7/2018,52,1630,95,464,0,46,114,1,16,7,4,4,0,1,1,1,0,0
10010873,6/18/2019,65,10,0,8,2,2,3,1,7,2,2,6,0,0,0,0,0,0
10010875,8/14/2018,94,35,0,9,0,2,8,1,7,3,2,9,1,0,0,0,0,0
10010876,11/14/2017,68,90,12,156,40,47,225,6,12,3,5,8,0,0,0,0,0,0
10010877,6/6/2018,57,764,8,172,10,29,59,2,15,4,11,7,0,0,0,0,0,0
10010880,10/15/2017,23,699,26,590,0,184,129,1,10,9,12,2,0,0,0,0,0,0
10010882,3/6/2018,95,34,4,28,5,9,11,3,8,3,4,5,0,0,0,0,0,0
10010884,8/16/2018,64,382,3,19,4,9,68,5,10,3,8,4,0,0,0,0,0,0
10010885,2/19/2018,87,195,33,137,37,34,207,2,9,6,7,1,0,0,0,0,0,0
10010886,6/1/2019,24,1434,34,514,41,21,41,1,13,9,12,3,0,0,1,1,0,0
10010888,8/24/2017,77,706,0,65,8,8,16,13,16,3,8,8,0,0,0,0,0,0
10010890,5/30/2018,0,17,64,46,41,28,66,4,10,3,4,8,0,0,0,0,0,0
10010891,11/29/2018,8,671,153,554,201,16,218,1,9,11,9,2,0,0,0,1,0,0
10010893,3/26/2019,28,28,0,10,0,0,15,1,7,2,3,4,1,0,0,0,0,0
10010894,5/23/2019,92,244,35,336,42,21,273,1,8,13,5,1,0,0,0,0,0,0
10010896,6/3/2018,48,227,10,279,52,52,77,6,14,4,7,7,0,0,0,0,0,0
10010904,10/6/2017,98,1013,54,179,12,12,286,2,13,5,6,9,0,0,0,0,0,0
10010912,3/6/2018,43,1113,11,214,0,0,41,2,15,7,13,6,0,0,0,0,0,0
10010913,8/4/2017,45,1258,20,859,53,188,240,1,13,9,10,3,0,1,0,1,0,0
10010914,1/19/2019,0,94,0,13,0,0,9,1,8,3,3,5,0,0,0,0,0,0
10010918,3/6/2018,87,52,5,47,0,0,5,4,9,2,3,9,0,0,0,0,0,0
10010920,12/13/2017,47,33,39,57,124,99,135,2,11,3,6,7,0,0,0,0,0,0
10010921,3/16/2019,2,359,0,988,219,34,40,1,10,6,7,2,0,0,0,0,0,0
10010922,11/11/2017,64,244,0,11,0,0,3,5,9,3,6,6,0,1,0,0,0,0
10010924,12/25/2018,35,8,6,9,11,11,22,3,8,3,3,6,0,0,0,0,0,0
10010925,10/25/2017,59,1298,61,741,123,147,123,1,12,4,13,3,0,1,1,0,0,0
10010926,2/20/2018,74,57,90,104,113,124,144,5,15,3,5,9,0,0,0,0,0,0
10010927,12/29/2017,12,479,24,806,30,59,80,1,9,8,6,2,0,0,0,0,0,0
10010928,4/9/2019,63,286,6,80,21,12,4,4,12,3,6,7,0,1,0,0,0,0
10010932,1/14/2018,42,2,7,11,27,8,18,4,9,2,4,7,0,0,0,0,0,0
10010939,4/28/2018,43,308,122,604,190,161,58,3,9,10,7,2,0,0,0,0,0,0
10010941,9/1/2017,95,758,0,127,9,9,36,3,15,4,10,7,0,0,0,0,0,0
10010943,9/22/2018,11,11,1,5,3,3,4,1,7,2,2,6,0,0,0,0,0,0
10010945,12/29/2017,43,713,6,42,8,8,30,4,13,4,10,7,0,0,0,0,0,0
10010946,8/21/2018,64,644,11,426,137,110,69,1,9,6,10,1,0,0,0,0,0,0
10010947,4/7/2018,54,244,9,83,11,11,15,6,12,4,4,9,0,0,0,0,0,0
10010948,12/25/2017,16,1793,63,533,51,0,177,1,11,9,10,2,0,0,1,1,0,0
10010949,6/1/2018,60,125,20,182,36,20,146,9,10,5,6,5,0,0,0,0,0,0
10010950,1/5/2018,6,386,13,677,32,218,218,3,16,11,12,6,0,0,0,0,0,0
10010951,8/6/2017,68,136,50,197,4,52,65,2,13,3,6,9,0,0,0,0,0,0
10010952,12/24/2017,32,38,60,30,77,0,17,2,11,2,4,9,0,0,0,0,0,0
10010954,4/21/2019,6,1198,49,586,59,20,40,1,9,8,6,1,0,0,0,0,0,0
10010956,6/4/2018,89,0,0,7,3,2,0,1,7,2,2,6,0,0,0,0,0,0
10010958,8/29/2018,70,1469,28,154,0,17,202,3,9,5,5,6,0,1,1,0,0,0
10010963,8/23/2017,81,182,79,415,0,23,47,2,14,8,6,4,0,0,0,1,0,0
10010964,11/14/2018,12,59,0,14,0,2,12,1,8,2,3,7,0,0,0,0,0,0
10010965,9/12/2017,5,15,0,5,0,0,2,1,7,2,2,8,0,0,0,0,0,0
10010968,10/19/2018,45,720,50,789,34,20,40,1,11,8,4,2,0,0,1,0,0,0
10010972,3/20/2019,20,195,1,16,2,2,9,2,9,3,5,4,0,0,0,0,0,0
10010974,12/16/2018,74,26,4,64,3,6,39,3,10,3,2,8,0,0,0,0,0,0
10010978,5/4/2019,99,494,27,728,48,64,257,1,11,5,9,1,0,0,1,1,0,0
10010985,3/7/2019,29,93,77,271,11,87,17,1,8,7,9,1,0,0,0,0,0,0
10010989,8/10/2018,57,465,84,156,68,42,195,3,10,6,12,2,0,0,0,0,0,0
10010992,9/15/2018,74,317,47,207,50,57,14,2,10,6,10,2,0,0,0,0,0,0
10010993,7/24/2018,93,32,0,14,2,0,0,2,7,2,3,5,0,0,0,0,0,0
10010995,10/31/2018,93,2,3,4,4,5,9,1,7,2,2,7,0,0,0,0,0,0
10010996,8/2/2018,49,10,0,9,0,0,3,1,7,2,2,8,0,0,0,0,0,0
10010997,6/30/2019,43,726,7,94,9,9,9,1,14,4,10,4,0,1,0,0,0,0
10010998,2/13/2018,0,370,0,81,0,0,28,2,11,3,8,7,0,0,0,0,0,0
10010999,5/16/2019,57,138,44,40,28,50,66,1,8,5,6,2,0,0,0,0,0,0
10011000,3/24/2019,29,255,47,215,35,128,28,1,8,8,10,1,0,0,0,0,0,0
10011001,7/30/2018,57,929,70,130,168,225,112,1,10,11,13,1,0,0,0,0,0,0
10011002,11/16/2017,63,1138,0,131,12,12,52,10,8,4,12,7,0,0,0,0,0,0
10011007,7/18/2018,44,622,71,226,118,0,10,1,11,5,5,3,0,0,0,0,0,0
10011008,4/14/2019,98,282,3,86,28,0,28,1,11,3,7,5,0,0,0,0,0,0
10011010,6/13/2018,92,750,19,244,81,34,11,2,13,9,10,4,0,0,0,0,0,0
10011012,6/24/2018,23,912,106,338,112,80,96,3,8,6,4,7,0,0,0,0,0,0
10011015,8/19/2017,98,1362,16,533,20,20,180,2,8,8,7,1,0,0,0,0,0,0
10011016,8/5/2017,94,572,61,169,64,28,28,4,13,7,9,5,0,0,0,0,0,0
10011018,7/6/2018,66,190,195,403,39,220,249,1,11,12,13,2,0,0,0,0,0,0
10011020,5/4/2018,34,620,33,649,53,17,124,1,9,13,8,1,0,0,0,0,0,0
10011024,1/19/2019,60,677,26,266,53,21,0,3,14,5,12,2,0,0,1,0,0,0
10011025,9/19/2017,95,30,12,21,21,20,87,3,8,3,3,8,0,0,0,0,0,0
10011027,12/13/2018,94,269,26,341,40,80,71,4,13,4,10,5,0,0,0,0,0,0
10011029,3/25/2019,43,102,1,35,2,2,8,2,9,3,3,6,0,0,0,0,0,0
10011030,5/8/2018,86,56,6,32,4,10,3,3,7,3,5,2,0,0,0,0,0,0
10011032,5/15/2018,32,196,0,98,56,107,65,2,9,5,8,3,0,0,0,0,0,0
10011035,2/18/2018,73,827,17,188,10,10,64,3,8,5,8,7,0,0,0,0,0,0
10011036,11/3/2017,37,846,24,509,0,29,102,3,12,6,8,4,0,0,0,0,0,0
10011041,1/9/2018,6,146,103,76,8,53,58,1,10,4,7,4,0,0,0,0,0,0
10011045,2/10/2019,23,215,29,59,28,17,32,1,9,3,8,2,0,0,0,0,0,0
10011047,11/10/2017,37,584,66,154,89,69,99,1,13,7,10,6,0,0,0,0,0,0
10011048,12/13/2017,30,1121,25,282,30,46,30,1,8,7,12,1,0,0,0,0,0,0
10011049,11/28/2018,73,80,8,38,10,2,33,2,7,4,4,1,0,0,0,0,0,0
10011050,1/23/2019,9,14,2,,4,3,3,1,7,2,3,3,0,0,0,0,0,0
10011051,10/3/2018,23,261,77,411,102,28,112,1,9,8,12,1,0,0,0,0,0,0
10011053,6/13/2018,49,308,42,200,45,26,269,5,13,8,4,5,0,0,0,0,0,0
10011056,9/20/2018,25,1074,10,112,12,0,183,5,9,6,8,8,0,0,0,0,0,0
10011057,4/17/2018,71,1348,28,232,17,51,118,2,17,6,6,6,0,0,0,0,0,0
10011060,10/22/2018,49,0,1,5,14,2,6,1,7,2,2,7,0,0,0,0,0,0
10011064,3/12/2018,87,1280,0,,0,0,29,5,11,4,11,9,0,0,0,0,0,0
10011066,12/23/2018,24,504,50,616,25,46,168,1,11,6,10,1,0,0,0,0,0,0
10011067,7/17/2018,99,520,0,53,0,0,135,1,12,8,4,6,0,0,0,0,0,0
10011068,2/13/2019,42,22,2,14,0,9,10,1,7,2,3,5,0,0,0,0,0,0
10011069,1/16/2019,48,497,0,19,0,0,15,2,13,3,7,7,0,0,0,0,0,0
10011070,9/2/2018,59,8,2,9,3,2,6,2,7,2,3,6,0,0,0,0,0,0
10011071,6/14/2018,62,298,3,90,4,4,62,3,13,3,5,8,0,0,0,0,0,0
10011072,11/17/2017,38,20,0,20,6,4,20,3,8,2,3,7,0,0,0,0,0,0
10011074,5/25/2019,55,948,19,147,11,0,23,3,14,5,13,6,0,1,0,0,0,0
10011075,3/7/2019,10,610,0,42,0,0,6,2,14,3,8,6,0,0,0,0,0,0
10011077,5/18/2019,46,4,2,17,5,5,4,1,7,2,4,4,0,0,0,0,0,0
10011080,2/2/2018,88,236,0,139,17,17,76,5,13,3,5,9,1,0,0,0,0,0
10011081,5/11/2019,32,389,73,812,,159,35,1,14,10,6,2,0,0,0,0,0,0
10011084,5/14/2018,13,863,9,190,23,57,11,2,13,6,13,5,0,0,0,0,0,0
10011085,7/17/2018,6,20,0,11,0,0,3,2,7,2,3,8,1,0,0,0,0,0
10011089,6/27/2018,56,22,0,15,3,3,2,1,7,2,3,6,0,0,0,0,0,1
10011090,10/11/2017,7,574,114,118,160,137,46,0,16,11,10,6,0,0,0,1,0,0
10011093,12/21/2017,60,1317,91,1082,27,110,82,1,9,13,11,1,0,0,0,0,0,0
10011095,9/15/2017,25,30,3,48,16,5,21,3,9,2,3,8,0,0,0,0,0,0
10011097,5/22/2018,75,2,3,7,3,8,18,1,7,3,2,7,0,0,0,0,0,0
10011098,8/30/2018,85,45,10,26,12,14,60,1,8,3,3,4,0,0,0,0,0,0
10011099,10/27/2017,67,388,103,546,124,153,138,2,8,7,10,1,0,0,0,0,0,0
10011102,5/7/2018,91,14,1,10,3,0,10,1,7,2,3,6,0,0,0,0,0,0
10011103,6/30/2019,68,8,6,25,15,6,15,1,8,2,3,8,0,0,0,0,0,0
10011105,7/1/2018,83,1172,0,779,207,69,23,1,12,8,7,3,0,1,0,0,0,0
10011106,1/19/2018,63,501,21,218,17,68,26,4,11,6,11,4,0,0,0,0,0,0
10011108,7/11/2018,58,638,0,107,15,0,23,6,13,7,7,7,0,1,0,0,0,0
10011109,1/26/2019,78,107,15,98,32,51,6,1,10,3,6,4,0,0,0,0,0,0
10011112,10/13/2018,46,330,0,26,0,0,10,2,12,4,4,7,0,0,0,0,0,0
10011113,8/5/2017,33,652,30,128,30,27,237,1,9,11,6,1,0,0,0,0,0,0
10011114,11/16/2018,78,912,53,441,16,112,0,1,10,7,11,2,0,0,0,1,0,0
10011118,1/1/2018,56,447,19,245,32,23,32,11,16,5,6,8,0,0,0,0,0,0
10011121,3/26/2018,44,1179,61,900,74,123,196,1,11,6,12,2,0,0,0,1,0,0
10011122,7/29/2018,30,281,0,26,3,3,16,3,11,4,4,7,0,0,0,0,0,0
10011123,4/3/2019,98,369,69,313,9,119,111,1,8,6,5,1,0,0,0,0,0,0
10011124,11/24/2018,62,534,25,777,74,92,57,1,12,7,12,2,0,0,0,1,0,0
10011125,6/30/2019,31,64,15,93,34,45,34,1,9,3,6,4,0,0,0,0,0,0
10011133,4/19/2019,56,154,0,18,0,2,5,2,10,2,4,7,0,0,0,0,0,0
10011135,5/23/2019,34,10,4,11,2,3,5,2,9,2,3,5,0,0,0,0,0,0
10011136,3/27/2018,62,245,102,689,76,34,184,1,10,7,10,1,0,0,0,0,0,0
10011137,7/2/2018,63,554,42,508,64,64,0,1,10,6,8,3,0,0,0,0,0,0
10011139,8/2/2017,53,822,35,147,42,0,234,6,17,4,10,8,1,0,0,0,0,0
10011143,10/1/2018,3,312,86,615,58,11,81,1,10,8,4,2,0,0,0,0,0,0
10011144,8/13/2018,82,323,4,158,16,5,36,2,9,4,10,3,0,0,0,0,0,0
10011145,11/19/2018,68,63,3,20,3,4,29,3,8,3,4,3,0,0,0,0,0,0
10011149,2/26/2018,30,210,5,72,9,9,50,3,11,3,5,7,0,0,0,0,0,0
10011153,10/11/2018,80,1191,39,895,71,95,71,1,11,6,11,2,0,0,1,0,0,0
10011154,5/24/2018,73,68,4,30,2,0,11,2,8,3,3,6,0,0,0,0,0,0
10011157,4/27/2019,82,284,0,17,0,0,9,3,10,3,6,5,0,1,0,0,0,0
10011158,8/28/2017,20,713,0,739,63,161,69,1,13,6,8,4,0,0,0,0,0,0
10011161,1/2/2018,68,333,0,60,4,4,48,1,12,4,5,6,0,0,0,0,0,0
10011163,12/1/2018,9,48,2,20,0,6,48,3,8,4,2,4,1,0,0,0,0,0
10011164,9/16/2018,60,1588,43,835,26,52,26,1,11,8,12,2,0,0,0,0,0,0
10011166,4/6/2018,84,406,50,301,52,17,9,4,12,4,12,3,0,0,0,0,0,0
10011170,5/4/2018,29,384,120,,224,26,176,1,11,13,4,3,0,0,0,0,0,0
10011172,7/22/2018,16,896,8,137,10,0,42,2,13,7,11,5,0,1,0,0,0,0
10011174,10/9/2017,79,664,31,,46,0,47,4,8,7,4,9,0,0,0,0,0,0
10011179,10/28/2018,94,1139,93,757,0,134,89,1,13,9,4,2,0,1,1,1,0,0
10011181,1/24/2018,66,10,3,4,0,3,17,2,7,3,2,8,0,0,0,0,0,0
10011182,3/15/2019,6,663,51,949,29,21,83,1,11,12,11,3,0,0,0,0,0,0
10011183,2/19/2018,12,262,33,588,44,117,117,1,10,11,5,2,0,0,0,0,0,0
10011188,7/3/2018,95,39,11,40,6,6,26,1,8,2,4,7,0,0,0,0,0,0
10011189,7/18/2018,16,902,158,609,41,237,71,1,8,7,13,1,0,0,0,0,0,0
10011190,12/9/2018,88,9,6,15,6,8,17,1,7,2,3,9,1,0,0,0,0,0
10011192,12/20/2017,46,996,24,304,44,44,44,1,13,6,7,3,0,0,0,0,0,0
10011193,4/14/2018,56,16,2,10,0,0,2,1,7,2,3,6,0,0,0,0,0,0
10011195,11/5/2018,94,413,4,85,0,5,15,2,12,4,7,7,0,0,0,0,0,0
10011197,9/21/2017,49,16,4,22,0,0,2,2,7,2,3,9,0,0,0,0,0,0
10011199,5/29/2018,58,86,98,92,14,39,158,2,10,5,5,6,0,0,0,0,0,0
10011200,9/5/2017,5,258,74,382,69,159,99,1,11,7,12,4,0,0,0,0,0,0
10011204,9/7/2018,78,219,0,115,3,10,93,4,12,3,5,8,1,0,0,0,0,0
10011205,6/15/2019,94,708,187,487,96,48,81,1,9,9,10,5,0,0,0,0,0,0
10011206,10/26/2017,79,392,3,60,4,0,18,5,13,4,5,7,0,0,0,0,1,0
10011210,9/4/2018,63,255,0,46,3,3,57,6,11,3,5,7,0,0,0,0,0,0
10011212,3/4/2018,61,245,27,95,33,0,162,8,12,3,6,8,0,0,0,0,0,0
10011213,8/31/2018,86,5,3,9,3,3,8,2,7,2,3,8,0,0,0,0,0,0
10011214,10/21/2018,13,441,4,68,5,5,5,5,11,4,8,6,0,0,0,0,0,0
10011216,10/20/2018,93,291,3,98,18,47,4,5,9,6,7,3,0,0,0,0,0,0
10011218,4/10/2019,95,3,0,10,4,2,5,1,7,2,2,6,0,0,0,0,0,0
10011220,10/14/2017,49,711,27,113,0,196,24,1,10,9,10,2,0,0,0,0,0,0
10011223,11/24/2017,38,250,48,214,35,11,239,4,14,3,7,9,1,0,0,0,0,0
10011227,3/21/2019,66,5,1,4,5,5,4,1,7,2,3,6,0,0,0,0,0,0
10011229,3/11/2018,43,3,1,6,10,10,11,1,7,2,3,6,0,0,0,0,0,0
